name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
TOYOTA Tacoma,2009,32928,335291 km,Petrol,Dealer,Automatic,Third Owner
HYUNDAI Elantra,2014,1369872,106789 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
HYUNDAI Tucson,2012,2396688,99748 km,Diesel,Individual,Automatic,Third Owner
TOYOTA Prius C,2016,1185492,250000 km,Hybrid,Dealer,Variator,Fourth & Above Owner
HONDA Civic,2017,4607148,20565 km,Petrol,Individual,Automatic,Fourth & Above Owner
HONDA Insight,2012,65856,321269 km,Hybrid,Dealer,Automatic,Third Owner
MERCEDES-BENZ E 350,2011,52668,134904 km,Diesel,Individual,Automatic,First Owner
HONDA FIT,2012,1027404,126400 km,Petrol,Dealer,Automatic,Second Owner
HYUNDAI Tucson,2019,5706456,13940 km,Diesel,Individual,Automatic,Fourth & Above Owner
HONDA Civic,2013,2764692,128905 km,Petrol,Dealer,Automatic,Fourth & Above Owner
TOYOTA Tacoma,2013,2291856,397915 km,Petrol,Dealer,Automatic,Second Owner
HYUNDAI H1,2011,1568196,65564 km,Diesel,Individual,Automatic,Second Owner
TOYOTA Corolla,2015,2318232,79000 km,Petrol,Individual,Tiptronic,Third Owner
VOLKSWAGEN Jetta,2006,553224,253000 km,Petrol,Dealer,Manual,Fourth & Above Owner
TOYOTA Prius,2011,1396164,222016 km,Hybrid,Individual,Automatic,Third Owner
NISSAN Murano,2004,1001028,233600 km,CNG,Dealer,Variator,Second Owner
MERCEDES-BENZ E 350,2011,1343496,170429 km,Diesel,Individual,Automatic,Third Owner
TOYOTA Prius,2012,1554252,99000 km,Hybrid,Dealer,Variator,Fourth & Above Owner
SSANGYONG Actyon,2017,2639364,65249 km,Diesel,Individual,Automatic,First Owner
KIA Optima,2015,316092,170040 km,Petrol,Dealer,Automatic,First Owner
LEXUS GX 470,2010,3371928,357246 km,Petrol,Dealer,Automatic,Fourth & Above Owner
CHEVROLET Volt,2011,1975764,179200 km,Plug-in Hybrid,Dealer,Variator,Third Owner
JEEP Compass,2011,2233644,69752 km,Petrol,Individual,Automatic,Second Owner
BMW X5,2014,605892,0 km,Diesel,Dealer,Automatic,Second Owner
TOYOTA Camry,2013,1369872,198472 km,Petrol,Individual,Automatic,First Owner
OPEL Vectra,1996,289800,0 km,Petrol,Individual,Manual,Third Owner
HYUNDAI Santa FE,2011,2429868,121581 km,Diesel,Individual,Automatic,Second Owner
OPEL Astra gi,1999,566412,0 km,CNG,Dealer,Manual,Second Owner
HYUNDAI Santa FE,2015,3617208,143370 km,Diesel,Individual,Automatic,Fourth & Above Owner
SUZUKI Swift,2008,711228,176000 km,Petrol,Individual,Automatic,Third Owner
MERCEDES-BENZ E 350,2014,2502612,219030 km,Diesel,Individual,Automatic,Third Owner
LEXUS RX 350,2013,948360,124723 km,Petrol,Dealer,Automatic,Second Owner
MITSUBISHI Colt,2003,566412,164000 km,Petrol,Individual,Automatic,Third Owner
FORD Transit,2007,1317204,158000 km,Diesel,Individual,Manual,Third Owner
LEXUS GX 470,2009,2581656,264339 km,Petrol,Individual,Automatic,Third Owner
MERCEDES-BENZ E 320,2007,1659588,158000 km,Diesel,Individual,Automatic,Fourth & Above Owner
TOYOTA Caldina,2005,632268,111111 km,CNG,Dealer,Automatic,Second Owner
TOYOTA Camry,2017,1422540,127955 km,Petrol,Dealer,Automatic,First Owner
HYUNDAI Sonata,2017,1159116,342961 km,LPG,Individual,Automatic,Third Owner
LAND ROVER Discovery,2015,6454140,91000 km,Diesel,Individual,Tiptronic,Second Owner
LEXUS GX 460,2012,4372956,229334 km,Petrol,Individual,Automatic,First Owner
TOYOTA Camry,2014,65856,102397 km,Hybrid,Individual,Automatic,Fourth & Above Owner
TOYOTA Camry,2012,263424,159379 km,Hybrid,Dealer,Automatic,Second Owner
MERCEDES-BENZ GLS 63 AMG,2014,84000,748742 km,Petrol,Dealer,Manual,Fourth & Above Owner
VOLKSWAGEN Jetta,2015,1606920,42000 km,Petrol,Dealer,Tiptronic,Second Owner
HONDA Insight,2010,59304,210758 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ E 350,2012,138264,240987 km,Diesel,Individual,Automatic,Second Owner
HONDA Accord,2008,790272,130000 km,LPG,Individual,Tiptronic,Fourth & Above Owner
LEXUS RX 450,2010,421512,167222 km,Hybrid,Dealer,Automatic,First Owner
HYUNDAI H1,2008,1264452,63984 km,Diesel,Dealer,Automatic,Second Owner
HYUNDAI Elantra,2011,998424,113660 km,Petrol,Individual,Automatic,First Owner
HYUNDAI Sonata,2013,1567440,130000 km,Petrol,Individual,Tiptronic,Third Owner
BMW 550,2006,1580628,111111 km,Petrol,Individual,Tiptronic,First Owner
AUDI A6,2016,46116,97826 km,Petrol,Individual,Automatic,Second Owner
LEXUS CT 200h,2011,39480,32974 km,Hybrid,Individual,Automatic,First Owner
HONDA Civic,2008,1238160,154000 km,Petrol,Dealer,Manual,Second Owner
AUDI Q5,2012,85596,198744 km,Petrol,Dealer,Automatic,Fourth & Above Owner
NISSAN Pathfinder,1999,1106448,106000 km,LPG,Individual,Automatic,Third Owner
MERCEDES-BENZ Sprinter 315CDI-XL,2009,2634324,180000 km,Diesel,Individual,Manual,First Owner
BMW X5,2011,3688020,263000 km,Diesel,Dealer,Tiptronic,Third Owner
HYUNDAI H1,2017,3193344,100900 km,Diesel,Individual,Automatic,First Owner
LEXUS CT 200h,2011,1527876,200000 km,Hybrid,Dealer,Variator,Second Owner
HYUNDAI H1,2011,1699908,247791 km,Diesel,Dealer,Automatic,First Owner
TOYOTA Camry,2013,421512,190549 km,Hybrid,Dealer,Automatic,Third Owner
FIAT 500 Abarth,2018,1975764,0 km,Petrol,Dealer,Variator,First Owner
TOYOTA Prius,2012,1080072,160913 km,Hybrid,Individual,Tiptronic,Third Owner
LEXUS RX 350,2012,3424596,140000 km,Petrol,Individual,Tiptronic,Third Owner
FORD Escape,2010,1448916,140000 km,Hybrid,Dealer,Automatic,Second Owner
VOLKSWAGEN Jetta,2014,1369872,129600 km,Petrol,Individual,Manual,Fourth & Above Owner
AUDI A6,2016,46116,97826 km,Petrol,Individual,Automatic,Fourth & Above Owner
HYUNDAI Tucson,2011,2273460,137000 km,Diesel,Individual,Automatic,First Owner
HONDA FIT,2003,5292,220000 km,LPG,Individual,Variator,Third Owner
HYUNDAI H1,2008,1053696,150891 km,Diesel,Dealer,Automatic,Second Owner
TOYOTA Camry,2014,72408,130478 km,Hybrid,Individual,Automatic,Fourth & Above Owner
LEXUS CT 200h,2011,191016,32974 km,Hybrid,Dealer,Automatic,Second Owner
HYUNDAI Tucson,2011,1647492,119194 km,Diesel,Dealer,Automatic,Second Owner
HYUNDAI Accent,2016,1772652,92000 km,Petrol,Individual,Automatic,Third Owner
TOYOTA Land Cruiser 200,2012,8693244,80000 km,Diesel,Dealer,Tiptronic,First Owner
CHEVROLET Captiva,2007,342468,59136 km,Diesel,Individual,Automatic,Third Owner
HYUNDAI I30,2011,1214136,188244 km,Petrol,Individual,Automatic,Fourth & Above Owner
BMW 325,2003,816648,218000 km,Petrol,Dealer,Manual,Fourth & Above Owner
TOYOTA Prius C ჰიბრიდი,2012,1554252,110000 km,Hybrid,Individual,Automatic,Second Owner
LEXUS GX 460,2012,4583712,255406 km,Petrol,Dealer,Automatic,Third Owner
HYUNDAI Sonata,2012,23688,277614 km,Hybrid,Dealer,Automatic,Third Owner
PEUGEOT 307,2007,816648,93000 km,Petrol,Individual,Tiptronic,Second Owner
HYUNDAI Elantra,2011,1603476,77483 km,Petrol,Individual,Automatic,First Owner
TOYOTA Highlander,2010,72408,156645 km,Petrol,Individual,Automatic,Second Owner
TOYOTA Camry,2013,1580628,200000 km,LPG,Dealer,Tiptronic,Second Owner
TOYOTA Prius,2013,1633296,137265 km,Hybrid,Individual,Automatic,Fourth & Above Owner
CHEVROLET Malibu,2013,2208864,76631 km,Petrol,Dealer,Automatic,Third Owner
MERCEDES-BENZ E 350,2012,3292884,222222 km,Diesel,Dealer,Tiptronic,Fourth & Above Owner
HONDA Insight,2010,632268,140000 km,Hybrid,Individual,Variator,Second Owner
HONDA FIT,2006,2100,168000 km,Petrol,Individual,Automatic,Third Owner
TOYOTA Camry,2011,1765008,154000 km,Petrol,Individual,Tiptronic,Second Owner
MERCEDES-BENZ GLC 300,2018,6585852,25000 km,Petrol,Dealer,Tiptronic,Second Owner
HYUNDAI Sonata,2016,869316,384607 km,LPG,Individual,Automatic,First Owner
KIA Optima,2014,1659588,0 km,Hybrid,Dealer,Tiptronic,Fourth & Above Owner
OPEL Astra,2008,1053696,200000 km,Diesel,Individual,Manual,Fourth & Above Owner
TOYOTA Vitz,2012,672000,105000 km,Petrol,Individual,Variator,Second Owner
MERCEDES-BENZ C 230,2005,790272,195200 km,Petrol,Dealer,Automatic,First Owner
HONDA FIT,2006,605892,280900 km,Petrol,Dealer,Tiptronic,Second Owner
MERCEDES-BENZ ML 55 AMG,2002,1448916,24968 km,Petrol,Individual,Tiptronic,Second Owner
TOYOTA Highlander limited,2010,2370900,317096 km,Hybrid,Individual,Automatic,Second Owner
TOYOTA Camry,2014,59304,115312 km,Hybrid,Individual,Automatic,First Owner
HYUNDAI Sonata,2013,59304,48226 km,Petrol,Individual,Automatic,Third Owner
BMW 325,2004,856128,142000 km,Petrol,Individual,Manual,First Owner
BMW 528,2015,2239188,116691 km,Petrol,Dealer,Automatic,Second Owner
BMW 535,2013,1066884,195941 km,Hybrid,Dealer,Automatic,Third Owner
FORD Escape,2007,1475208,170000 km,Hybrid,Dealer,Automatic,Second Owner
KIA Optima,2013,1237908,42563 km,Petrol,Dealer,Automatic,First Owner
MAZDA Mazda 3,2016,1264452,70194 km,Petrol,Individual,Automatic,First Owner
TOYOTA Highlander,2014,5685960,115000 km,Petrol,Dealer,Tiptronic,Third Owner
HYUNDAI Sonata,2014,843024,735970 km,LPG,Dealer,Automatic,First Owner
MERCEDES-BENZ E 350,2014,2713368,101424 km,Petrol,Dealer,Automatic,Second Owner
HONDA Civic,2003,526848,2400 km,Petrol,Individual,Automatic,Third Owner
MERCEDES-BENZ GL 450,2014,3609060,201634 km,Petrol,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ GL 500,2005,974736,0 km,Petrol,Individual,Tiptronic,Second Owner
HYUNDAI Elantra,2014,1448916,133502 km,Petrol,Dealer,Automatic,Fourth & Above Owner
MAZDA 1000,2019,790272,498 km,Petrol,Individual,Automatic,Third Owner
HONDA FIT GP-6,2014,921984,128000 km,Hybrid,Dealer,Automatic,Third Owner
SKODA Octavia,2009,1001028,21900 km,Petrol,Individual,Manual,Second Owner
SKODA Octavia SCOUT,2011,1659588,200000 km,Petrol,Dealer,Manual,First Owner
NISSAN Quest,2013,2897748,45000 km,CNG,Individual,Automatic,Second Owner
JEEP Compass,2011,1975764,104000 km,LPG,Individual,Automatic,First Owner
HYUNDAI H1,2017,3966228,39071 km,Diesel,Dealer,Automatic,First Owner
BMW 530 525i,2006,1580628,190000 km,Petrol,Individual,Automatic,Second Owner
BMW 320,2000,843024,200000 km,Petrol,Individual,Tiptronic,Third Owner
CHEVROLET Sonic,2012,1053696,130000 km,Petrol,Dealer,Manual,Second Owner
HYUNDAI Sonata,2011,289800,224349 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
HONDA Element,2009,1419600,150000 km,Petrol,Individual,Automatic,Third Owner
MERCEDES-BENZ 200,1998,316092,200000 km,Petrol,Dealer,Manual,First Owner
TOYOTA CHR,2018,3556308,9280 km,Petrol,Dealer,Automatic,Third Owner
VOLKSWAGEN Jetta sport,2013,1053696,178000 km,Petrol,Dealer,Tiptronic,Second Owner
FORD Fusion,2016,223944,194974 km,Hybrid,Individual,Automatic,Third Owner
PORSCHE 911,2002,5927208,74000 km,Petrol,Individual,Manual,First Owner
TOYOTA Camry,2012,263424,159379 km,Hybrid,Individual,Automatic,First Owner
HYUNDAI H1,2016,3099516,90132 km,Diesel,Individual,Automatic,Third Owner
HYUNDAI Santa FE,2015,3966228,110000 km,Diesel,Individual,Automatic,Fourth & Above Owner
HYUNDAI Elantra,2014,2297904,90000 km,Diesel,Individual,Automatic,First Owner
LEXUS RC F,2016,276612,66776 km,Petrol,Individual,Automatic,Fourth & Above Owner
AUDI A7,2014,13188,401128 km,Petrol,Dealer,Automatic,First Owner
TOYOTA Aqua,2017,1245804,154629 km,Hybrid,Individual,Automatic,Third Owner
VOLKSWAGEN Passat,2013,1264452,80000 km,Petrol,Individual,Tiptronic,First Owner
HONDA FIT,2013,1342992,88830 km,Petrol,Dealer,Automatic,Fourth & Above Owner
BMW 320,2003,1053696,134000 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
SSANGYONG REXTON,2013,3707256,47897 km,Diesel,Dealer,Automatic,Third Owner
VOLKSWAGEN Jetta,2013,1475208,105800 km,Petrol,Individual,Tiptronic,Fourth & Above Owner
FORD F150,2017,9996756,22519 km,Petrol,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ E 350,2010,39480,229904 km,Petrol,Individual,Automatic,Third Owner
OPEL Astra,2000,500556,1600 km,Petrol,Individual,Manual,First Owner
TOYOTA Camry sport,2012,1765008,12000 km,Petrol,Individual,Tiptronic,Third Owner
CHEVROLET Volt,2014,2186520,93000 km,Plug-in Hybrid,Dealer,Automatic,First Owner
AUDI A7,2014,256872,140507 km,Petrol,Dealer,Automatic,First Owner
AUDI Q5,2014,987840,66661 km,Diesel,Individual,Automatic,First Owner
TOYOTA Prius,2012,3780,100000 km,Hybrid,Individual,Automatic,Second Owner
TOYOTA RAV 4,2015,2370900,89786 km,Petrol,Individual,Automatic,First Owner
MERCEDES-BENZ C 200,1996,632268,150000 km,Petrol,Dealer,Manual,Third Owner
HONDA Insight,2012,840000,102000 km,Hybrid,Individual,Automatic,Third Owner
NISSAN X-Terra,2000,790272,150000 km,CNG,Dealer,Automatic,Third Owner
VOLKSWAGEN Jetta,2012,79044,141438 km,Diesel,Individual,Automatic,Second Owner
NISSAN Note,2007,671748,142000 km,Petrol,Dealer,Automatic,Fourth & Above Owner
HYUNDAI Elantra,2014,2322936,86000 km,Petrol,Individual,Automatic,Second Owner
CHEVROLET Cruze,2018,131712,95219 km,Petrol,Dealer,Automatic,Third Owner
MERCEDES-BENZ GLA 200,2017,6480432,9000 km,Petrol,Dealer,Automatic,Third Owner
MAZDA 1300,2016,408324,125165 km,Petrol,Dealer,Automatic,Fourth & Above Owner
BMW 318,1995,763980,61000 km,Petrol,Dealer,Manual,Second Owner
FORD Mustang,1965,5400360,1142 km,Petrol,Dealer,Automatic,Third Owner
FIAT 500,2011,974736,152848 km,Petrol,Dealer,Manual,First Owner
TOYOTA Aqua,2012,2596104,41620 km,Petrol,Individual,Automatic,First Owner
TOYOTA RAV 4,2012,1765008,285000 km,Diesel,Individual,Manual,Third Owner
TOYOTA Land Cruiser Prado,2008,3360,150000 km,LPG,Individual,Automatic,First Owner
CHEVROLET Aveo,2009,816648,99500 km,Petrol,Individual,Manual,Fourth & Above Owner
MERCEDES-BENZ E 220,2009,2449944,198000 km,Diesel,Dealer,Automatic,Third Owner
HYUNDAI H1,2014,3105312,139905 km,Diesel,Individual,Automatic,Second Owner
TOYOTA Highlander,2013,553224,214480 km,Petrol,Dealer,Automatic,Third Owner
HONDA Insight,2011,1422540,155000 km,Hybrid,Dealer,Variator,Fourth & Above Owner
LEXUS IS 350 C,2011,2897748,144000 km,Petrol,Dealer,Tiptronic,Second Owner
TOYOTA Avalon,2017,5532072,36800 km,Hybrid,Individual,Tiptronic,Fourth & Above Owner
CHEVROLET Orlando,2015,1797180,138541 km,Diesel,Dealer,Automatic,First Owner
CHEVROLET Captiva,2007,605892,71294 km,Diesel,Individual,Automatic,First Owner
MERCEDES-BENZ B 200 Turbo,2006,1106448,161000 km,Petrol,Individual,Variator,First Owner
FORD Fiesta,2018,1606920,12800 km,Petrol,Individual,Automatic,Fourth & Above Owner
TOYOTA Prius,2010,816648,260000 km,Hybrid,Individual,Automatic,Fourth & Above Owner
CHEVROLET Cruze,2013,1174908,184124 km,Diesel,Individual,Automatic,Third Owner
TOYOTA RAV 4,2012,2239188,198400 km,Petrol,Dealer,Automatic,Second Owner
HYUNDAI Sonata,2011,658560,75507 km,LPG,Dealer,Automatic,Second Owner
MERCEDES-BENZ GL 450,2013,72408,119635 km,Petrol,Individual,Automatic,Fourth & Above Owner
MITSUBISHI Pajero,1997,974736,120000 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
MERCEDES-BENZ CLK 200 kompresor,1999,513660,254000 km,Petrol,Individual,Manual,First Owner
TOYOTA Highlander,2008,52668,277405 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
BMW M5,2006,3240216,70000 km,Petrol,Dealer,Tiptronic,First Owner
TOYOTA Corolla,2019,803460,6032 km,Petrol,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ ML 350,2012,5795496,123000 km,Diesel,Dealer,Tiptronic,Second Owner
HYUNDAI Sonata,2016,1672776,251768 km,Hybrid,Dealer,Automatic,Third Owner
HONDA Civic,2004,711228,150000 km,LPG,Dealer,Variator,Fourth & Above Owner
CHEVROLET Cruze,2015,52668,0 km,Petrol,Dealer,Automatic,First Owner
TOYOTA Camry,2018,1580628,35058 km,Hybrid,Dealer,Automatic,Third Owner
VOLKSWAGEN Passat,2015,111972,88531 km,Diesel,Dealer,Automatic,First Owner
RENAULT Megane 5,2001,302400,212000 km,Petrol,Dealer,Manual,First Owner
HYUNDAI Santa FE,2014,3521028,188679 km,Diesel,Dealer,Automatic,Third Owner
TOYOTA Camry XLE,2012,1923096,169600 km,Hybrid,Dealer,Automatic,Third Owner
NISSAN Serena,2003,843024,125745 km,LPG,Dealer,Automatic,Third Owner
FORD Mondeo,1998,378000,123654 km,Diesel,Individual,Manual,Fourth & Above Owner
HYUNDAI Genesis,2011,1801128,134000 km,Petrol,Dealer,Automatic,Third Owner
LEXUS GX 470,2008,72408,263190 km,Petrol,Dealer,Automatic,Fourth & Above Owner
TOYOTA Land Cruiser Prado,2017,7639548,33000 km,Diesel,Dealer,Tiptronic,Second Owner
KIA Optima,2014,2634324,86000 km,Petrol,Dealer,Automatic,Second Owner
MERCEDES-BENZ E 350,2011,144900,132630 km,Diesel,Dealer,Automatic,First Owner
TOYOTA Camry,2014,2239188,85000 km,Hybrid,Dealer,Tiptronic,First Owner
SSANGYONG Korando,2013,2018436,115701 km,Diesel,Individual,Automatic,Fourth & Above Owner
MERCEDES-BENZ C 300 sport,2010,1501584,11000 km,Petrol,Individual,Tiptronic,First Owner
HYUNDAI Santa FE,2015,3155376,150000 km,Diesel,Individual,Automatic,Second Owner
MERCEDES-BENZ C 250,2013,2581656,120000 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
TOYOTA Camry,2010,1409352,224000 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
DAEWOO Lacetti,2010,701820,182198 km,Petrol,Dealer,Automatic,Third Owner
HONDA Step Wagon,2005,948360,162000 km,LPG,Individual,Automatic,Fourth & Above Owner
FORD Fusion,2013,316092,320554 km,Hybrid,Dealer,Automatic,First Owner
KIA Optima,2013,684936,56129 km,Petrol,Dealer,Automatic,Second Owner
MERCEDES-BENZ C 200,2001,787668,210000 km,Petrol,Individual,Manual,First Owner
MERCEDES-BENZ ML 320,1998,645372,196137 km,CNG,Individual,Tiptronic,Second Owner
HYUNDAI Sonata,2016,1106448,450383 km,LPG,Dealer,Automatic,Third Owner
BMW 520,1990,237048,111111 km,Petrol,Dealer,Manual,Second Owner
HYUNDAI Tucson,2014,1778196,38955 km,Diesel,Dealer,Automatic,Third Owner
HYUNDAI Sonata,2014,843024,353049 km,LPG,Dealer,Automatic,First Owner
MERCEDES-BENZ E 320,2001,816648,218000 km,Petrol,Individual,Tiptronic,Third Owner
HYUNDAI Sonata,2014,158088,247835 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
TOYOTA Avalon,2015,276612,237178 km,Petrol,Dealer,Automatic,Fourth & Above Owner
MAZDA CX-9,2011,46116,134157 km,Petrol,Individual,Automatic,Second Owner
LEXUS RX 450,2010,26376,382746 km,Hybrid,Dealer,Automatic,First Owner
TOYOTA Prius,2008,1185492,142400 km,Petrol,Dealer,Automatic,First Owner
HONDA Civic,2016,5115348,25439 km,Petrol,Individual,Automatic,Second Owner
HONDA Insight,2012,65856,321269 km,Hybrid,Individual,Automatic,Fourth & Above Owner
TOYOTA Prius,2012,1580628,60000 km,Hybrid,Dealer,Variator,Third Owner
HYUNDAI Tucson,2014,1942836,191826 km,Diesel,Individual,Automatic,Second Owner
HYUNDAI Sonata,2016,1199436,37898 km,LPG,Individual,Automatic,Third Owner
HYUNDAI Elantra,2011,1214136,127500 km,Petrol,Dealer,Automatic,Third Owner
NISSAN Pathfinder,2005,1448916,272000 km,Petrol,Individual,Tiptronic,First Owner
MERCEDES-BENZ C 280,2006,1264452,135000 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
MERCEDES-BENZ E 350,2011,26376,132630 km,Diesel,Dealer,Automatic,Third Owner
HYUNDAI Sonata,2015,816648,386257 km,LPG,Dealer,Automatic,Fourth & Above Owner
VOLKSWAGEN Jetta,2000,474180,129600 km,Petrol,Dealer,Automatic,First Owner
CHEVROLET Volt,2012,1896720,140000 km,Plug-in Hybrid,Individual,Automatic,Second Owner
HYUNDAI Sonata,2016,1199436,37898 km,LPG,Dealer,Automatic,Second Owner
CHEVROLET Aveo,2017,2477076,47504 km,Petrol,Dealer,Automatic,First Owner
HONDA Civic,2017,4830588,16352 km,Petrol,Dealer,Automatic,First Owner
SSANGYONG Korando,2014,2143008,134368 km,Diesel,Dealer,Automatic,Third Owner
CHEVROLET Cruze,2012,1185492,100280 km,Petrol,Individual,Tiptronic,First Owner
KIA Niro,2017,3161172,65000 km,Hybrid,Individual,Automatic,Second Owner
MERCEDES-BENZ Sprinter,2008,4083240,300000 km,Diesel,Individual,Tiptronic,Fourth & Above Owner
LEXUS GX 460,2017,39480,69918 km,Petrol,Dealer,Automatic,Fourth & Above Owner
TOYOTA Avalon,2013,1923096,320899 km,Hybrid,Individual,Automatic,Fourth & Above Owner
OPEL Zafira,1999,684936,240000 km,Petrol,Individual,Manual,Fourth & Above Owner
MAZDA Demio,2005,474180,169000 km,Petrol,Dealer,Automatic,First Owner
MERCEDES-BENZ ML 350,2011,39480,275862 km,Diesel,Individual,Automatic,First Owner
TOYOTA 4Runner,2006,2100000,155000 km,CNG,Dealer,Automatic,Fourth & Above Owner
HYUNDAI Sonata,2011,15792,233938 km,Petrol,Individual,Automatic,First Owner
TOYOTA Prius,2008,1159116,150000 km,Hybrid,Individual,Automatic,Third Owner
TOYOTA Prius,2010,974736,155126 km,Hybrid,Individual,Automatic,First Owner
VOLKSWAGEN Golf,1996,316092,0 km,Petrol,Individual,Manual,Third Owner
TOYOTA Prius,2014,79044,270410 km,Hybrid,Dealer,Automatic,Third Owner
BUICK Enclave,2019,856128,25706 km,Petrol,Dealer,Automatic,First Owner
VOLKSWAGEN Tiguan,2013,2555280,74000 km,Petrol,Individual,Automatic,Fourth & Above Owner
HYUNDAI Genesis,2010,1407504,191263 km,Petrol,Dealer,Automatic,Third Owner
MERCEDES-BENZ E 350,2010,59304,205968 km,Diesel,Individual,Automatic,First Owner
LEXUS CT 200h,2012,948360,146000 km,Hybrid,Individual,Automatic,Second Owner
LEXUS CT 200h,2012,1027404,136194 km,Hybrid,Individual,Tiptronic,Fourth & Above Owner
AUDI A4,2003,816648,260000 km,Diesel,Individual,Manual,Second Owner
TOYOTA Prius,2010,1264452,260000 km,LPG,Individual,Tiptronic,Third Owner
FORD Escape,2007,3024,260000 km,Hybrid,Individual,Automatic,Second Owner
TOYOTA Camry,2018,816648,127515 km,Hybrid,Dealer,Automatic,First Owner
MERCEDES-BENZ ML 320,2000,1238160,165500 km,LPG,Dealer,Tiptronic,Fourth & Above Owner
HYUNDAI Tucson,2014,540036,0 km,Petrol,Individual,Automatic,Third Owner
DAEWOO Matiz,2010,553224,128800 km,Petrol,Dealer,Manual,First Owner
TOYOTA Prius,2013,15792,101552 km,Hybrid,Individual,Automatic,Fourth & Above Owner
HYUNDAI Elantra,2011,1448916,74900 km,Petrol,Dealer,Automatic,Third Owner
HYUNDAI Sonata,2012,1159116,142000 km,Petrol,Dealer,Tiptronic,Third Owner
TOYOTA Prius,2015,1606920,98483 km,Petrol,Dealer,Automatic,Third Owner
TOYOTA Aqua,2014,2370900,56000 km,Petrol,Individual,Automatic,Third Owner
HYUNDAI Genesis,2008,975492,140100 km,Petrol,Dealer,Automatic,Second Owner
MERCEDES-BENZ E 320,2003,1317204,300000 km,Diesel,Individual,Tiptronic,Second Owner
KIA RIO,2016,1554000,53000 km,Petrol,Individual,Tiptronic,Second Owner
HONDA Cr-v,2004,1396164,175000 km,Petrol,Individual,Automatic,Third Owner
HYUNDAI Elantra,2013,59304,133363 km,Petrol,Dealer,Automatic,Second Owner
TOYOTA Camry,2014,935172,179381 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
OPEL Vectra,1998,579516,232286 km,Petrol,Dealer,Manual,Third Owner
FORD Explorer,2017,7709100,52029 km,Petrol,Individual,Automatic,Fourth & Above Owner
FIAT 500,2013,342468,61650 km,Petrol,Individual,Automatic,Fourth & Above Owner
FIAT 500,2013,843024,95000 km,Petrol,Dealer,Tiptronic,Second Owner
MITSUBISHI Pajero,1996,1185492,186000 km,CNG,Individual,Automatic,Third Owner
BMW 528,2014,3556308,10000 km,Petrol,Dealer,Automatic,Second Owner
LEXUS CT 200h,2013,2344524,67000 km,Hybrid,Dealer,Automatic,Second Owner
HYUNDAI Sonata,2015,777168,540833 km,LPG,Dealer,Automatic,Second Owner
CHEVROLET Captiva,2014,2332680,165000 km,Diesel,Dealer,Automatic,Third Owner
HYUNDAI Sonata,2010,1256556,127347 km,Petrol,Individual,Automatic,Third Owner
SUBARU Forester,2010,1211784,275200 km,Petrol,Dealer,Automatic,Second Owner
MERCEDES-BENZ Vito,2007,2291856,26000 km,Diesel,Dealer,Automatic,Fourth & Above Owner
HYUNDAI Santa FE,2016,4747092,89316 km,Diesel,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ E 350,2011,131712,226251 km,Diesel,Dealer,Automatic,Third Owner
TOYOTA Prius,2010,1554252,160000 km,Hybrid,Dealer,Variator,First Owner
VAZ 2106,1997,184800,0 km,Diesel,Dealer,Manual,Second Owner
OPEL Vectra,1993,210000,1000 km,Petrol,Dealer,Manual,Second Owner
HONDA Insight,2013,1664628,126000 km,Hybrid,Individual,Automatic,First Owner
MERCEDES-BENZ E 350,2010,2607948,85000 km,Petrol,Individual,Tiptronic,Third Owner
TOYOTA CHR,2018,4004196,25000 km,Petrol,Individual,Tiptronic,Fourth & Above Owner
SSANGYONG REXTON,2011,2369808,100959 km,Diesel,Individual,Automatic,Third Owner
TOYOTA Aqua,2012,1621704,68000 km,Petrol,Dealer,Automatic,Fourth & Above Owner
HYUNDAI Elantra i30,2013,1633296,122000 km,Diesel,Individual,Tiptronic,Fourth & Above Owner
HYUNDAI Tucson,2016,3267096,96618 km,Diesel,Individual,Automatic,Third Owner
HYUNDAI Tucson,2011,32928,179746 km,Petrol,Individual,Automatic,Second Owner
FORD Fusion,2013,13188,339920 km,Hybrid,Dealer,Automatic,Second Owner
NISSAN Vanette,2003,605892,202000 km,Petrol,Individual,Manual,Second Owner
TOYOTA Camry,2014,935172,179381 km,Hybrid,Individual,Automatic,Fourth & Above Owner
VAZ 2109,1990,131712,350000 km,Petrol,Dealer,Manual,Second Owner
HYUNDAI Elantra,2011,1532160,154900 km,Petrol,Individual,Automatic,Fourth & Above Owner
